pid,event,time,fac_heduc,fac_heblack,fac_mixed
3262,1,3.2825,12-15,Yes,No
3263,0,41.391,<12,Yes,No
3264,0,13.196,16+,No,No
3265,0,25.886,16+,No,No
3266,0,25.886,12-15,No,No
3267,1,9.6535,12-15,No,Yes
3268,0,59.452,<12,Yes,Yes
3269,0,21.93,12-15,No,Yes
3270,1,6.59,<12,Yes,Yes
3271,0,7.915,16+,Yes,No
3272,0,32.621,12-15,No,Yes
3273,0,22.858,<12,No,Yes
3274,0,29.478,<12,Yes,No
3275,1,21.584,<12,Yes,Yes
3276,1,28.9365,<12,No,Yes
3277,1,3.083,12-15,No,Yes
3278,0,12.89,<12,Yes,No
3279,0,16.95,16+,Yes,No
3280,1,5.032,12-15,Yes,Yes
3281,0,40.98,<12,Yes,Yes
3282,1,2.6635,<12,Yes,No
3283,1,8.616,<12,Yes,Yes
3284,1,12.671,12-15,Yes,Yes
3285,0,16.216,12-15,Yes,Yes
3286,1,4.17,12-15,Yes,No
3287,0,1.314,12-15,Yes,No
3288,1,11.4115,<12,No,Yes
3289,0,22.93,12-15,Yes,No
3290,0,19.001,<12,No,Yes
3291,1,9.413,12-15,Yes,No
3292,0,41.158,12-15,No,Yes
3293,0,2.094,16+,Yes,Yes
3294,0,22.346,<12,No,No
3295,0,0.301,<12,Yes,No
3296,0,0.301,<12,Yes,No
3297,0,28.342,12-15,Yes,Yes
3298,0,8.942,12-15,No,Yes
3299,0,36.474,<12,No,Yes
3300,1,3.8355,12-15,Yes,Yes
3301,0,27.88,<12,Yes,Yes
3302,0,1.418,<12,Yes,No
3303,0,0.728,<12,Yes,No
3304,0,28.882,<12,Yes,Yes
3305,1,24.334,<12,Yes,Yes
3306,0,13.079,<12,Yes,No
3307,0,19.075,12-15,Yes,Yes
3308,0,49.963,<12,Yes,Yes
3309,0,41.361,<12,No,Yes
3310,0,25.572,16+,No,Yes
3311,0,50.157,<12,No,Yes
3312,0,24.931,16+,No,No
3313,1,11.239,12-15,No,No
3314,0,20.912,<12,No,No
3315,0,20.085,16+,No,No
3316,1,6.9185,12-15,No,No
3317,1,13.5825,12-15,No,No
3318,1,6.653,12-15,No,No
3319,0,3.918,12-15,No,No
3320,1,3.5485,12-15,No,Yes
3321,0,8.485,<12,Yes,No
3322,0,17.892,<12,Yes,Yes
3323,1,22.6555,<12,Yes,No
3324,0,1.541,16+,Yes,No
3325,1,12.0905,<12,No,No
3326,0,18.086,12-15,No,No
3327,0,18.086,12-15,No,No
3328,0,10.166,<12,No,Yes
3329,1,10.0865,<12,Yes,Yes
3330,1,17.3855,<12,Yes,No
3331,0,14.001,12-15,Yes,Yes
3332,1,13.251,12-15,No,Yes
3333,1,14.04,<12,Yes,Yes
3334,0,15.781,<12,No,No
3335,1,2.6475,<12,No,No
3336,1,22.1625,12-15,No,No
3337,0,24.917,<12,No,Yes
3338,0,13.06,<12,Yes,No
3339,1,10.932,12-15,Yes,No
3340,0,13.06,12-15,Yes,No
3341,0,51.666,<12,Yes,Yes
3342,0,17.013,12-15,Yes,No
3343,0,28.37,12-15,No,Yes
3344,0,4.318,<12,Yes,Yes
3345,1,6.4175,12-15,No,Yes
3346,0,1.227,12-15,Yes,No
3347,0,0.986,<12,Yes,No
3348,0,7.097,<12,Yes,No
3349,1,36.9885,<12,No,Yes
3350,0,12.945,12-15,Yes,No
3351,1,1.966,<12,Yes,Yes
3352,0,2.913,12-15,No,No
3353,0,31.567,<12,No,Yes
3354,1,4.156,<12,Yes,Yes
3355,1,16.434,<12,Yes,No
3356,1,6.382,12-15,Yes,No
3357,0,19.003,<12,Yes,No
3358,0,33.651,<12,Yes,No
3359,0,27.264,<12,No,Yes
3360,0,6.319,<12,No,Yes
3361,0,13.415,12-15,Yes,No
3362,0,4.457,12-15,No,Yes
3363,0,0.444,<12,Yes,Yes
3364,1,8.5855,16+,Yes,No
3365,0,15.828,12-15,No,Yes
3366,0,17.144,12-15,Yes,Yes
3367,0,44.747,<12,No,Yes
3368,0,4.372,<12,Yes,No
3369,0,7.269,12-15,Yes,No
3370,0,18.73,12-15,No,Yes
